S(t),I(t),H(t),C(t),R(t),D(t),date
50845272.0,666009.1428571428,7134.571428571428,1071.142857142857,4470577.142857143,74.28571428571429,2021-08-04
50817378.0,651188.8571428572,7090.571428571428,1069.4285714285713,4509390.714285715,77.28571428571429,2021-08-05
50792759.0,633607.1428571428,7036.142857142857,1062.5714285714287,4551354.571428572,75.28571428571429,2021-08-06
50772944.0,614833.1428571428,6983.142857142857,1055.142857142857,4594726.571428572,76.42857142857143,2021-08-07
50752920.0,595461.1428571428,6947.142857142857,1054.4285714285713,4638911.714285715,75.28571428571429,2021-08-08
50724860.0,575910.1428571428,6901.571428571428,1051.4285714285713,4683516.571428572,75.85714285714286,2021-08-09
50697444.0,557481.4285714285,6888.285714285715,1054.4285714285713,4727081.0,76.14285714285714,2021-08-10
50668535.0,541756.0,6914.428571428572,1058.0,4767977.142857143,77.42857142857143,2021-08-11
50641133.0,530217.8571428572,6939.857142857143,1061.5714285714287,4804615.285714285,77.85714285714286,2021-08-12
50616386.0,522488.85714285716,6986.857142857143,1070.0,4837461.428571428,79.0,2021-08-13
50595229.0,517096.28571428574,7016.571428571428,1078.857142857143,4868163.285714285,78.57142857142857,2021-08-14
50574129.0,513788.4285714286,7048.285714285715,1085.857142857143,4896933.285714285,79.42857142857143,2021-08-15
50543518.0,513256.71428571426,7119.428571428572,1094.0,4923291.142857143,79.85714285714286,2021-08-16
50512670.0,514628.14285714284,7195.714285714285,1099.857142857143,4948232.142857143,83.85714285714286,2021-08-17
50481518.0,516997.71428571426,7279.142857142857,1104.0,4972495.285714285,84.0,2021-08-18
50452711.0,519902.0,7376.285714285715,1110.857142857143,4996424.571428572,83.85714285714286,2021-08-19
50427366.0,523247.14285714284,7469.285714285715,1121.4285714285713,5019996.714285715,85.57142857142857,2021-08-20
50404978.0,527028.7142857143,7590.857142857143,1132.4285714285713,5043307.0,86.85714285714286,2021-08-21
50382741.0,531109.1428571428,7726.0,1145.2857142857142,5066476.428571428,91.28571428571429,2021-08-22
50352644.0,535105.5714285715,7835.142857142857,1152.7142857142858,5089653.142857143,94.57142857142857,2021-08-23
50324685.0,538538.1428571428,7929.714285714285,1161.0,5112980.142857143,95.42857142857143,2021-08-24
50297043.0,541189.1428571428,8013.571428571428,1174.857142857143,5136586.285714285,96.42857142857143,2021-08-25
50270797.0,543085.5714285715,8080.0,1184.142857142857,5160579.571428572,98.0,2021-08-26
50246761.0,544405.2857142857,8141.571428571428,1187.5714285714287,5184961.714285715,98.85714285714286,2021-08-27
50226782.0,545162.8571428572,8176.714285714285,1183.0,5209559.714285715,101.0,2021-08-28
50207783.0,545242.4285714285,8191.142857142857,1179.0,5234372.857142857,101.28571428571429,2021-08-29
50183026.0,544319.8571428572,8187.142857142857,1180.142857142857,5259426.714285715,99.85714285714286,2021-08-30
50149640.0,544091.7142857143,8257.142857142857,1181.7142857142858,5284562.428571428,98.85714285714286,2021-08-31
50118257.0,544361.7142857143,8315.0,1182.4285714285713,5309733.142857143,100.14285714285714,2021-09-01
50087853.0,545296.8571428572,8367.42857142857,1185.5714285714287,5334833.142857143,99.71428571428571,2021-09-02
50059340.0,546852.0,8422.57142857143,1186.857142857143,5359950.285714285,102.14285714285714,2021-09-03
50036094.0,548680.8571428572,8471.142857142857,1191.857142857143,5385259.571428572,103.0,2021-09-04
50012767.0,550973.7142857143,8529.142857142857,1195.2857142857142,5410721.714285715,104.42857142857143,2021-09-05
49979839.0,554065.2857142857,8602.714285714286,1202.4285714285713,5436547.857142857,109.0,2021-09-06
49952057.0,555865.8571428572,8581.714285714286,1202.0,5462860.285714285,113.14285714285714,2021-09-07
49926580.0,556499.7142857143,8596.0,1204.0,5489493.0,115.85714285714286,2021-09-08
49902309.0,556052.2857142857,8621.857142857143,1203.5714285714287,5516326.571428572,120.14285714285714,2021-09-09
49881451.0,554429.5714285715,8675.0,1208.142857142857,5543243.857142857,118.14285714285714,2021-09-10
49864600.0,551719.5714285715,8720.57142857143,1209.142857142857,5570335.714285715,117.28571428571429,2021-09-11
49846845.0,548057.0,8752.714285714286,1213.142857142857,5597585.571428572,115.85714285714286,2021-09-12
49821838.0,543346.4285714285,8769.57142857143,1212.2857142857142,5624758.714285715,109.0,2021-09-13
49799369.0,538291.7142857143,8806.285714285714,1217.4285714285713,5651518.285714285,107.71428571428571,2021-09-14
49777107.0,533282.2857142857,8818.714285714286,1223.4285714285713,5677775.428571428,105.57142857142857,2021-09-15
49754969.0,528338.2857142857,8781.857142857143,1217.0,5703665.142857143,102.85714285714286,2021-09-16
49732755.0,523773.4285714286,8685.285714285714,1206.5714285714287,5729367.0,105.28571428571429,2021-09-17
49711938.0,520123.0,8583.714285714286,1201.2857142857142,5754722.571428572,103.71428571428571,2021-09-18
49687289.0,517922.5714285714,8474.42857142857,1190.7142857142858,5779615.285714285,101.42857142857143,2021-09-19
49655322.0,517473.14285714284,8347.57142857143,1176.5714285714287,5803746.571428572,106.14285714285714,2021-09-20
49624930.0,517382.4285714286,8202.0,1155.0,5828654.142857143,103.0,2021-09-21
49596305.0,517666.85714285716,8030.142857142857,1129.2857142857142,5854094.857142857,103.71428571428571,2021-09-22
49568127.0,518220.85714285716,7871.0,1112.0,5880130.0,102.57142857142857,2021-09-23
49542522.0,518627.14285714284,7702.142857142857,1089.5714285714287,5906802.285714285,97.57142857142857,2021-09-24
49519217.0,518923.28571428574,7603.142857142857,1068.857142857143,5933940.428571428,97.28571428571429,2021-09-25
49492509.0,518899.85714285716,7463.142857142857,1043.857142857143,5961695.428571428,94.14285714285714,2021-09-26
49458064.0,518071.5714285714,7348.857142857143,1021.0,5990613.142857143,90.28571428571429,2021-09-27
49428597.0,517917.71428571426,7263.571428571428,1003.7142857142857,6018726.142857143,88.42857142857143,2021-09-28
49400086.0,518596.85714285716,7183.0,983.8571428571429,6045992.714285715,85.57142857142857,2021-09-29
49373416.0,519944.14285714284,7122.857142857143,967.1428571428571,6072378.857142857,82.42857142857143,2021-09-30
49349432.0,522150.5714285714,7075.571428571428,955.2857142857143,6097673.428571428,83.28571428571429,2021-10-01
49327714.0,525045.4285714285,6974.0,936.5714285714286,6122055.285714285,80.85714285714286,2021-10-02
49300725.0,528774.1428571428,6943.0,927.0,6145642.571428572,81.71428571428571,2021-10-03
49264431.0,533891.1428571428,6897.285714285715,916.8571428571429,6168105.142857143,82.28571428571429,2021-10-04
49232336.0,540140.7142857143,6883.428571428572,912.4285714285714,6189810.0,82.85714285714286,2021-10-05
49199964.0,547400.2857142857,6896.0,909.2857142857143,6211057.714285715,81.57142857142857,2021-10-06
49167960.0,555722.4285714285,6923.571428571428,908.5714285714286,6232003.428571428,83.0,2021-10-07
49138277.0,564667.7142857143,6973.0,906.5714285714286,6253140.428571428,82.71428571428571,2021-10-08
49111255.0,573800.1428571428,7039.428571428572,908.7142857142857,6274845.571428572,85.14285714285714,2021-10-09
49079907.0,582568.7142857143,7105.285714285715,902.8571428571429,6297537.857142857,84.57142857142857,2021-10-10
49037032.0,591286.1428571428,7177.714285714285,900.1428571428571,6321219.714285715,86.28571428571429,2021-10-11
48996354.0,600094.2857142857,7225.857142857143,898.0,6346036.571428572,86.71428571428571,2021-10-12
48956021.0,609129.7142857143,7270.142857142857,896.5714285714286,6371761.714285715,88.42857142857143,2021-10-13
48916997.0,618301.2857142857,7325.571428571428,894.8571428571429,6398350.857142857,91.14285714285714,2021-10-14
48880612.0,627939.5714285715,7399.857142857143,896.8571428571429,6425429.428571428,92.42857142857143,2021-10-15
48849184.0,637850.8571428572,7492.285714285715,904.2857142857143,6452863.714285715,93.14285714285714,2021-10-16
48811918.0,648305.4285714285,7593.285714285715,918.5714285714286,6480595.285714285,98.0,2021-10-17
48762931.0,659275.1428571428,7728.571428571428,931.5714285714286,6508684.714285715,98.14285714285714,2021-10-18
48718600.0,670894.7142857143,7889.714285714285,945.2857142857143,6536643.857142857,100.42857142857143,2021-10-19
48674926.0,683000.5714285715,8089.857142857143,960.2857142857143,6564589.571428572,104.85714285714286,2021-10-20
48636631.0,695214.1428571428,8290.42857142857,975.8571428571429,6592323.0,105.28571428571429,2021-10-21
48602348.0,707359.8571428572,8489.57142857143,990.4285714285714,6619824.0,105.28571428571429,2021-10-22
48572783.0,719458.7142857143,8679.57142857143,1002.5714285714286,6647100.714285715,110.28571428571429,2021-10-23
48542860.0,730467.4285714285,8843.0,1015.4285714285714,6674416.714285715,112.14285714285714,2021-10-24
48503129.0,739887.5714285715,8996.857142857143,1033.0,6701996.285714285,114.85714285714286,2021-10-25
48468040.0,747608.5714285715,9140.0,1049.142857142857,6729950.714285715,118.85714285714286,2021-10-26
48431740.0,753721.2857142857,9253.714285714286,1063.7142857142858,6758458.0,120.85714285714286,2021-10-27
48396869.0,758578.4285714285,9374.714285714286,1075.142857142857,6787725.857142857,126.71428571428571,2021-10-28
48363037.0,762553.1428571428,9506.285714285714,1088.0,6817808.142857143,130.28571428571428,2021-10-29
48334947.0,765562.0,9646.42857142857,1101.0,6848645.714285715,130.14285714285714,2021-10-30
48305528.0,767870.4285714285,9804.714285714286,1111.857142857143,6880106.571428572,135.28571428571428,2021-10-31
48268057.0,768914.4285714285,9949.0,1125.857142857143,6912505.857142857,138.42857142857142,2021-11-01
48236918.0,768168.8571428572,10067.57142857143,1133.7142857142858,6946130.857142857,138.0,2021-11-02
48207696.0,765277.4285714285,10131.42857142857,1139.857142857143,6980891.428571428,137.14285714285714,2021-11-03
48180482.0,760296.8571428572,10163.142857142857,1150.7142857142858,7016652.142857143,132.28571428571428,2021-11-04
48156230.0,752991.8571428572,10145.857142857143,1158.2857142857142,7053369.0,132.0,2021-11-05
48133773.0,744252.1428571428,10072.285714285714,1164.2857142857142,7090714.571428572,133.28571428571428,2021-11-06
48108441.0,734090.8571428572,9972.42857142857,1167.857142857143,7128900.714285715,130.42857142857142,2021-11-07
48072495.0,722840.0,9863.857142857143,1168.2857142857142,7167959.857142857,129.14285714285714,2021-11-08
48037990.0,711550.7142857143,9762.57142857143,1169.0,7207538.571428572,128.85714285714286,2021-11-09
48002790.0,700644.0,9687.285714285714,1167.2857142857142,7247590.142857143,127.42857142857143,2021-11-10
47969287.0,690739.8571428572,9612.42857142857,1162.2857142857142,7287537.142857143,127.85714285714286,2021-11-11
47938176.0,682117.2857142857,9544.42857142857,1157.7142857142858,7327183.857142857,126.42857142857143,2021-11-12
47910950.0,674451.7142857143,9501.57142857143,1151.7142857142858,7366559.428571428,121.85714285714286,2021-11-13
47881500.0,668429.2857142857,9459.0,1148.857142857143,7404884.142857143,117.85714285714286,2021-11-14
47839216.0,664635.8571428572,9420.714285714286,1137.2857142857142,7441883.857142857,119.28571428571429,2021-11-15
47800726.0,662735.7142857143,9339.142857142857,1122.857142857143,7477559.285714285,119.57142857142857,2021-11-16
47762630.0,662307.4285714285,9232.857142857143,1111.4285714285713,7512179.285714285,116.85714285714286,2021-11-17
47725730.0,662861.0,9127.142857142857,1098.142857142857,7546304.285714285,115.28571428571429,2021-11-18
47692731.0,663754.2857142857,9037.285714285714,1084.0,7580361.285714285,113.28571428571429,2021-11-19
47662987.0,665219.0,8951.285714285714,1072.4285714285713,7614207.714285715,112.14285714285714,2021-11-20
47631364.0,667073.5714285715,8879.285714285714,1061.7142857142858,7647977.0,109.85714285714286,2021-11-21
47588721.0,669311.5714285715,8792.57142857143,1055.2857142857142,7681420.285714285,103.71428571428571,2021-11-22
47547880.0,672450.2857142857,8716.57142857143,1051.7142857142858,7714299.714285715,102.71428571428571,2021-11-23
47508188.0,676827.4285714285,8642.857142857143,1050.2857142857142,7746168.857142857,102.57142857142857,2021-11-24
47471225.0,682303.2857142857,8590.142857142857,1053.857142857143,7776949.0,101.85714285714286,2021-11-25
47437732.0,689217.5714285715,8518.714285714286,1060.0,7806360.857142857,102.28571428571429,2021-11-26
47409438.0,696732.7142857143,8442.57142857143,1064.857142857143,7834966.714285715,100.28571428571429,2021-11-27
47375732.0,705126.1428571428,8353.142857142857,1068.5714285714287,7862991.571428572,100.57142857142857,2021-11-28
47328061.0,714452.8571428572,8276.57142857143,1071.5714285714287,7890799.857142857,102.14285714285714,2021-11-29
47280682.0,724237.2857142857,8247.57142857143,1080.142857142857,7919089.285714285,97.28571428571429,2021-11-30
47233685.0,734209.2857142857,8184.714285714285,1078.4285714285713,7948234.142857143,97.85714285714286,2021-12-01
47190921.0,744115.2857142857,8141.714285714285,1074.5714285714287,7978277.0,94.57142857142857,2021-12-02
47152003.0,753814.2857142857,8105.857142857143,1070.857142857143,8009301.142857143,95.28571428571429,2021-12-03
47118827.0,763520.1428571428,8082.0,1066.5714285714287,8041011.142857143,100.0,2021-12-04
47084004.0,772793.5714285715,8066.857142857143,1060.0,8073313.428571428,99.71428571428571,2021-12-05
47033292.0,781596.7142857143,8036.714285714285,1057.5714285714287,8106519.714285715,100.42857142857143,2021-12-06
46985513.0,789887.1428571428,7996.857142857143,1047.5714285714287,8140295.0,101.28571428571429,2021-12-07
46935884.0,798137.7142857143,8037.857142857143,1045.0,8174486.714285715,100.71428571428571,2021-12-08
46887394.0,806716.7142857143,8064.142857142857,1045.142857142857,8209165.285714285,103.42857142857143,2021-12-09
46842739.0,815846.1428571428,8090.857142857143,1044.142857142857,8244115.571428572,100.85714285714286,2021-12-10
46801066.0,825834.4285714285,8138.428571428572,1044.2857142857142,8279426.714285715,95.0,2021-12-11
46754982.0,837116.2857142857,8185.142857142857,1045.7142857142858,8315050.571428572,97.42857142857143,2021-12-12
46679048.0,851946.7142857143,8237.42857142857,1043.7142857142858,8350731.857142857,94.57142857142857,2021-12-13
46588925.0,872487.1428571428,8300.714285714286,1046.7142857142858,8386750.0,96.85714285714286,2021-12-14
46489970.0,899846.4285714285,8340.714285714286,1049.142857142857,8422996.285714285,96.42857142857143,2021-12-15
46396902.0,933566.0,8375.285714285714,1047.142857142857,8459252.285714285,94.71428571428571,2021-12-16
46312679.0,972865.1428571428,8400.0,1045.7142857142858,8495578.42857143,97.57142857142857,2021-12-17
46234340.0,1017605.4285714285,8409.42857142857,1040.0,8531699.42857143,99.57142857142857,2021-12-18
46156405.0,1066600.5714285714,8422.0,1034.0,8568117.714285715,97.57142857142857,2021-12-19
46039897.0,1120673.857142857,8457.142857142857,1028.5714285714287,8605252.714285715,99.0,2021-12-20
45911310.0,1179306.2857142857,8517.0,1018.7142857142857,8643326.57142857,95.85714285714286,2021-12-21
45774264.0,1242334.4285714286,8621.714285714286,1009.2857142857143,8682443.42857143,98.71428571428571,2021-12-22
45638289.0,1310656.142857143,8720.714285714286,999.2857142857143,8722392.285714285,102.71428571428571,2021-12-23
45521655.0,1382834.142857143,8888.0,986.4285714285714,8763115.42857143,102.28571428571429,2021-12-24
45462139.0,1451630.2857142857,9028.0,979.7142857142857,8804531.285714285,102.42857142857143,2021-12-25
45364008.0,1523149.5714285714,9216.857142857143,975.7142857142857,8846107.0,104.57142857142857,2021-12-26
45209677.0,1599634.7142857143,9516.0,970.8571428571429,8888116.42857143,108.28571428571429,2021-12-27
45040414.0,1681866.5714285714,9973.285714285714,966.5714285714286,8930182.142857144,116.14285714285714,2021-12-28
44818226.0,1775886.7142857143,10571.142857142857,965.1428571428571,8972624.42857143,114.42857142857143,2021-12-29
44627102.0,1876962.0,11371.57142857143,968.1428571428571,9015882.0,122.42857142857143,2021-12-30
44475606.0,1982190.2857142857,12325.0,975.5714285714286,9059961.714285715,127.57142857142857,2021-12-31
