,areaName,date,covidOccupiedMVBeds,cumAdmissions,hospitalCases,newAdmissions,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,population,openstreetmap_id,latitude,longitude
5479,South West,2020-07-20,0.0,6035,30.0,2,23.0,0.0,13043.0,1847.0,5616381,151339,50.96,-3.22
5480,South West,2020-07-21,1.0,6036,29.0,1,37.0,2.0,13080.0,1849.0,5616381,151339,50.96,-3.22
5481,South West,2020-07-22,0.0,6039,24.0,3,30.0,0.0,13110.0,1849.0,5616381,151339,50.96,-3.22
5482,South West,2020-07-23,0.0,6041,23.0,2,40.0,0.0,13150.0,1849.0,5616381,151339,50.96,-3.22
5483,South West,2020-07-24,1.0,6041,21.0,0,35.0,0.0,13185.0,1849.0,5616381,151339,50.96,-3.22
5484,South West,2020-07-25,1.0,6046,20.0,5,17.0,1.0,13202.0,1850.0,5616381,151339,50.96,-3.22
5485,South West,2020-07-26,1.0,6049,22.0,3,20.0,0.0,13222.0,1850.0,5616381,151339,50.96,-3.22
5486,South West,2020-07-27,1.0,6055,26.0,6,39.0,0.0,13261.0,1850.0,5616381,151339,50.96,-3.22
5487,South West,2020-07-28,2.0,6057,24.0,2,35.0,0.0,13296.0,1850.0,5616381,151339,50.96,-3.22
5488,South West,2020-07-29,0.0,6060,24.0,3,53.0,0.0,13349.0,1850.0,5616381,151339,50.96,-3.22
5489,South West,2020-07-30,0.0,6062,22.0,2,64.0,1.0,13413.0,1851.0,5616381,151339,50.96,-3.22
5490,South West,2020-07-31,0.0,6066,22.0,4,29.0,0.0,13442.0,1851.0,5616381,151339,50.96,-3.22
5491,South West,2020-08-01,0.0,6067,21.0,1,9.0,0.0,13451.0,1851.0,5616381,151339,50.96,-3.22
5492,South West,2020-08-02,0.0,6071,23.0,4,11.0,0.0,13462.0,1851.0,5616381,151339,50.96,-3.22
5493,South West,2020-08-03,0.0,6075,23.0,4,44.0,0.0,13506.0,1851.0,5616381,151339,50.96,-3.22
5494,South West,2020-08-04,0.0,6079,23.0,4,55.0,1.0,13561.0,1852.0,5616381,151339,50.96,-3.22
5495,South West,2020-08-05,0.0,6080,26.0,1,42.0,0.0,13603.0,1852.0,5616381,151339,50.96,-3.22
5496,South West,2020-08-06,0.0,6083,22.0,3,47.0,0.0,13650.0,1852.0,5616381,151339,50.96,-3.22
5497,South West,2020-08-07,0.0,6087,20.0,4,41.0,0.0,13691.0,1852.0,5616381,151339,50.96,-3.22
5498,South West,2020-08-08,0.0,6089,18.0,2,25.0,0.0,13716.0,1852.0,5616381,151339,50.96,-3.22
5499,South West,2020-08-09,0.0,6089,19.0,0,15.0,0.0,13731.0,1852.0,5616381,151339,50.96,-3.22
5500,South West,2020-08-10,0.0,6093,20.0,4,41.0,0.0,13772.0,1852.0,5616381,151339,50.96,-3.22
5501,South West,2020-08-11,0.0,6095,16.0,2,41.0,0.0,13813.0,1852.0,5616381,151339,50.96,-3.22
5502,South West,2020-08-12,0.0,6099,15.0,4,42.0,1.0,13855.0,1853.0,5616381,151339,50.96,-3.22
5503,South West,2020-08-13,0.0,6100,15.0,1,55.0,0.0,13910.0,1853.0,5616381,151339,50.96,-3.22
5504,South West,2020-08-14,0.0,6102,18.0,2,56.0,1.0,13966.0,1854.0,5616381,151339,50.96,-3.22
5505,South West,2020-08-15,0.0,6104,17.0,2,27.0,0.0,13993.0,1854.0,5616381,151339,50.96,-3.22
5506,South West,2020-08-16,1.0,6106,24.0,2,37.0,0.0,14030.0,1854.0,5616381,151339,50.96,-3.22
5507,South West,2020-08-17,1.0,6109,19.0,3,48.0,2.0,14078.0,1856.0,5616381,151339,50.96,-3.22
5508,South West,2020-08-18,1.0,6114,19.0,5,62.0,0.0,14140.0,1856.0,5616381,151339,50.96,-3.22
5509,South West,2020-08-19,2.0,6118,18.0,4,70.0,0.0,14210.0,1856.0,5616381,151339,50.96,-3.22
5510,South West,2020-08-20,1.0,6123,18.0,5,87.0,1.0,14297.0,1857.0,5616381,151339,50.96,-3.22
5511,South West,2020-08-21,1.0,6129,18.0,6,63.0,0.0,14360.0,1857.0,5616381,151339,50.96,-3.22
5512,South West,2020-08-22,1.0,6130,22.0,1,39.0,1.0,14399.0,1858.0,5616381,151339,50.96,-3.22
5513,South West,2020-08-23,2.0,6131,20.0,1,42.0,1.0,14441.0,1859.0,5616381,151339,50.96,-3.22
5514,South West,2020-08-24,2.0,6133,18.0,2,51.0,0.0,14492.0,1859.0,5616381,151339,50.96,-3.22
5515,South West,2020-08-25,2.0,6135,17.0,2,53.0,1.0,14545.0,1860.0,5616381,151339,50.96,-3.22
5516,South West,2020-08-26,2.0,6135,17.0,0,63.0,0.0,14608.0,1860.0,5616381,151339,50.96,-3.22
5517,South West,2020-08-27,2.0,6137,15.0,2,59.0,1.0,14667.0,1861.0,5616381,151339,50.96,-3.22
5518,South West,2020-08-28,2.0,6139,14.0,2,72.0,1.0,14739.0,1862.0,5616381,151339,50.96,-3.22
5519,South West,2020-08-29,3.0,6141,18.0,2,50.0,0.0,14789.0,1862.0,5616381,151339,50.96,-3.22
5520,South West,2020-08-30,2.0,6142,17.0,1,34.0,0.0,14823.0,1862.0,5616381,151339,50.96,-3.22
5521,South West,2020-08-31,2.0,6142,18.0,0,55.0,0.0,14878.0,1862.0,5616381,151339,50.96,-3.22
5522,South West,2020-09-01,2.0,6144,15.0,2,102.0,0.0,14980.0,1862.0,5616381,151339,50.96,-3.22
5523,South West,2020-09-02,2.0,6148,13.0,4,133.0,0.0,15113.0,1862.0,5616381,151339,50.96,-3.22
5524,South West,2020-09-03,2.0,6149,12.0,1,150.0,0.0,15263.0,1862.0,5616381,151339,50.96,-3.22
5525,South West,2020-09-04,1.0,6150,12.0,1,136.0,1.0,15399.0,1863.0,5616381,151339,50.96,-3.22
5526,South West,2020-09-05,1.0,6151,11.0,1,85.0,1.0,15484.0,1864.0,5616381,151339,50.96,-3.22
5527,South West,2020-09-06,1.0,6153,14.0,2,78.0,0.0,15562.0,1864.0,5616381,151339,50.96,-3.22
5528,South West,2020-09-07,1.0,6155,14.0,2,98.0,0.0,15660.0,1864.0,5616381,151339,50.96,-3.22
5529,South West,2020-09-08,1.0,6160,13.0,5,79.0,0.0,15739.0,1864.0,5616381,151339,50.96,-3.22
5530,South West,2020-09-09,1.0,6165,14.0,5,78.0,0.0,15817.0,1864.0,5616381,151339,50.96,-3.22
5531,South West,2020-09-10,2.0,6172,15.0,7,87.0,1.0,15904.0,1865.0,5616381,151339,50.96,-3.22
5532,South West,2020-09-11,2.0,6175,14.0,3,98.0,0.0,16002.0,1865.0,5616381,151339,50.96,-3.22
5533,South West,2020-09-12,2.0,6176,19.0,1,66.0,0.0,16068.0,1865.0,5616381,151339,50.96,-3.22
5534,South West,2020-09-13,2.0,6179,17.0,3,55.0,2.0,16123.0,1867.0,5616381,151339,50.96,-3.22
5535,South West,2020-09-14,1.0,6179,17.0,0,79.0,0.0,16202.0,1867.0,5616381,151339,50.96,-3.22
5536,South West,2020-09-15,1.0,6183,15.0,4,87.0,2.0,16289.0,1869.0,5616381,151339,50.96,-3.22
5537,South West,2020-09-16,1.0,6188,19.0,5,74.0,0.0,16363.0,1869.0,5616381,151339,50.96,-3.22
5538,South West,2020-09-17,1.0,6192,14.0,4,111.0,1.0,16474.0,1870.0,5616381,151339,50.96,-3.22
5539,South West,2020-09-18,2.0,6196,16.0,4,125.0,1.0,16599.0,1871.0,5616381,151339,50.96,-3.22
5540,South West,2020-09-19,1.0,6203,20.0,7,126.0,0.0,16725.0,1871.0,5616381,151339,50.96,-3.22
5541,South West,2020-09-20,1.0,6211,25.0,8,148.0,1.0,16873.0,1872.0,5616381,151339,50.96,-3.22
5542,South West,2020-09-21,1.0,6219,29.0,8,152.0,0.0,17025.0,1872.0,5616381,151339,50.96,-3.22
5543,South West,2020-09-22,2.0,6227,34.0,8,161.0,0.0,17186.0,1872.0,5616381,151339,50.96,-3.22
5544,South West,2020-09-23,2.0,6233,38.0,6,169.0,1.0,17355.0,1873.0,5616381,151339,50.96,-3.22
5545,South West,2020-09-24,3.0,6242,35.0,9,211.0,2.0,17566.0,1875.0,5616381,151339,50.96,-3.22
5546,South West,2020-09-25,3.0,6250,36.0,8,223.0,1.0,17789.0,1876.0,5616381,151339,50.96,-3.22
5547,South West,2020-09-26,2.0,6255,37.0,5,132.0,0.0,17921.0,1876.0,5616381,151339,50.96,-3.22
5548,South West,2020-09-27,2.0,6259,40.0,4,119.0,1.0,18040.0,1877.0,5616381,151339,50.96,-3.22
5549,South West,2020-09-28,1.0,6263,38.0,4,322.0,1.0,18362.0,1878.0,5616381,151339,50.96,-3.22
5550,South West,2020-09-29,2.0,6272,42.0,9,275.0,0.0,18637.0,1878.0,5616381,151339,50.96,-3.22
5551,South West,2020-09-30,2.0,6277,35.0,5,403.0,1.0,19040.0,1879.0,5616381,151339,50.96,-3.22
5552,South West,2020-10-01,2.0,6290,36.0,13,400.0,1.0,19440.0,1880.0,5616381,151339,50.96,-3.22
5553,South West,2020-10-02,2.0,6304,39.0,14,429.0,1.0,19869.0,1881.0,5616381,151339,50.96,-3.22
5554,South West,2020-10-03,2.0,6314,50.0,10,409.0,1.0,20278.0,1882.0,5616381,151339,50.96,-3.22
5555,South West,2020-10-04,3.0,6329,57.0,15,446.0,3.0,20724.0,1885.0,5616381,151339,50.96,-3.22
5556,South West,2020-10-05,4.0,6349,63.0,20,659.0,0.0,21383.0,1885.0,5616381,151339,50.96,-3.22
5557,South West,2020-10-06,6.0,6370,64.0,21,664.0,1.0,22047.0,1886.0,5616381,151339,50.96,-3.22
5558,South West,2020-10-07,6.0,6391,70.0,21,817.0,1.0,22864.0,1887.0,5616381,151339,50.96,-3.22
5559,South West,2020-10-08,6.0,6426,69.0,35,866.0,1.0,23730.0,1888.0,5616381,151339,50.96,-3.22
5560,South West,2020-10-09,4.0,6449,83.0,23,786.0,2.0,24516.0,1890.0,5616381,151339,50.96,-3.22
5561,South West,2020-10-10,5.0,6467,94.0,18,577.0,1.0,25093.0,1891.0,5616381,151339,50.96,-3.22
5562,South West,2020-10-11,8.0,6501,99.0,34,488.0,5.0,25581.0,1896.0,5616381,151339,50.96,-3.22
5563,South West,2020-10-12,10.0,6533,110.0,32,764.0,4.0,26345.0,1900.0,5616381,151339,50.96,-3.22
5564,South West,2020-10-13,11.0,6556,112.0,23,978.0,2.0,27323.0,1902.0,5616381,151339,50.96,-3.22
5565,South West,2020-10-14,15.0,6602,122.0,46,879.0,3.0,28202.0,1905.0,5616381,151339,50.96,-3.22
5566,South West,2020-10-15,16.0,6635,127.0,33,695.0,2.0,28897.0,1907.0,5616381,151339,50.96,-3.22
5567,South West,2020-10-16,17.0,6657,156.0,22,817.0,4.0,29714.0,1911.0,5616381,151339,50.96,-3.22
5568,South West,2020-10-17,20.0,6694,163.0,37,666.0,9.0,30380.0,1920.0,5616381,151339,50.96,-3.22
5569,South West,2020-10-18,21.0,6728,168.0,34,601.0,4.0,30981.0,1924.0,5616381,151339,50.96,-3.22
5570,South West,2020-10-19,19.0,6780,198.0,52,1164.0,3.0,32145.0,1927.0,5616381,151339,50.96,-3.22
5571,South West,2020-10-20,21.0,6823,217.0,43,1170.0,3.0,33315.0,1930.0,5616381,151339,50.96,-3.22
5572,South West,2020-10-21,19.0,6871,225.0,48,1395.0,7.0,34710.0,1937.0,5616381,151339,50.96,-3.22
5573,South West,2020-10-22,19.0,6907,245.0,36,1309.0,5.0,36019.0,1942.0,5616381,151339,50.96,-3.22
5574,South West,2020-10-23,21.0,6943,257.0,36,1169.0,5.0,37188.0,1947.0,5616381,151339,50.96,-3.22
5575,South West,2020-10-24,21.0,6989,264.0,46,814.0,7.0,38002.0,1954.0,5616381,151339,50.96,-3.22
5576,South West,2020-10-25,21.0,7053,271.0,64,930.0,5.0,38932.0,1959.0,5616381,151339,50.96,-3.22
5577,South West,2020-10-26,22.0,7141,310.0,88,1375.0,8.0,40307.0,1967.0,5616381,151339,50.96,-3.22
5578,South West,2020-10-27,30.0,7204,342.0,63,1450.0,11.0,41757.0,1978.0,5616381,151339,50.96,-3.22
5579,South West,2020-10-28,33.0,7273,380.0,69,1403.0,8.0,43160.0,1986.0,5616381,151339,50.96,-3.22
5580,South West,2020-10-29,34.0,7342,401.0,69,1450.0,15.0,44610.0,2001.0,5616381,151339,50.96,-3.22
5581,South West,2020-10-30,33.0,7422,418.0,80,1268.0,12.0,45878.0,2013.0,5616381,151339,50.96,-3.22
5582,South West,2020-10-31,40.0,7521,453.0,99,867.0,9.0,46745.0,2022.0,5616381,151339,50.96,-3.22
5583,South West,2020-11-01,42.0,7597,461.0,76,731.0,8.0,47476.0,2030.0,5616381,151339,50.96,-3.22
5584,South West,2020-11-02,50.0,7688,511.0,91,1829.0,14.0,49305.0,2044.0,5616381,151339,50.96,-3.22
5585,South West,2020-11-03,57.0,7774,534.0,86,1564.0,8.0,50869.0,2052.0,5616381,151339,50.96,-3.22
5586,South West,2020-11-04,60.0,7876,539.0,102,1645.0,7.0,52514.0,2059.0,5616381,151339,50.96,-3.22
5587,South West,2020-11-05,67.0,7981,555.0,105,1591.0,13.0,54105.0,2072.0,5616381,151339,50.96,-3.22
5588,South West,2020-11-06,60.0,8084,582.0,103,1512.0,16.0,55617.0,2088.0,5616381,151339,50.96,-3.22
5589,South West,2020-11-07,51.0,8194,629.0,110,1190.0,11.0,56807.0,2099.0,5616381,151339,50.96,-3.22
5590,South West,2020-11-08,57.0,8305,678.0,111,1320.0,19.0,58127.0,2118.0,5616381,151339,50.96,-3.22
5591,South West,2020-11-09,56.0,8414,719.0,109,1938.0,16.0,60065.0,2134.0,5616381,151339,50.96,-3.22
5592,South West,2020-11-10,57.0,8493,765.0,79,1806.0,10.0,61871.0,2144.0,5616381,151339,50.96,-3.22
5593,South West,2020-11-11,57.0,8628,797.0,135,1626.0,18.0,63497.0,2162.0,5616381,151339,50.96,-3.22
5594,South West,2020-11-12,58.0,8798,814.0,170,1589.0,18.0,65086.0,2180.0,5616381,151339,50.96,-3.22
5595,South West,2020-11-13,58.0,8927,848.0,129,1756.0,15.0,66842.0,2195.0,5616381,151339,50.96,-3.22
5596,South West,2020-11-14,58.0,9032,891.0,105,1274.0,12.0,68116.0,2207.0,5616381,151339,50.96,-3.22
5597,South West,2020-11-15,64.0,9152,930.0,120,1074.0,18.0,69190.0,2225.0,5616381,151339,50.96,-3.22
5598,South West,2020-11-16,51.0,9257,896.0,105,1767.0,23.0,70957.0,2248.0,5616381,151339,50.96,-3.22
5599,South West,2020-11-17,58.0,9384,891.0,127,1328.0,24.0,72285.0,2272.0,5616381,151339,50.96,-3.22
5600,South West,2020-11-18,69.0,9511,990.0,127,1201.0,24.0,73486.0,2296.0,5616381,151339,50.96,-3.22
5601,South West,2020-11-19,61.0,9605,1001.0,94,1013.0,21.0,74499.0,2317.0,5616381,151339,50.96,-3.22
5602,South West,2020-11-20,65.0,9700,1008.0,95,906.0,32.0,75405.0,2349.0,5616381,151339,50.96,-3.22
5603,South West,2020-11-21,64.0,9803,964.0,103,711.0,36.0,76116.0,2385.0,5616381,151339,50.96,-3.22
5604,South West,2020-11-22,62.0,9920,986.0,117,581.0,35.0,76697.0,2420.0,5616381,151339,50.96,-3.22
5605,South West,2020-11-23,72.0,10042,1025.0,122,1021.0,19.0,77718.0,2439.0,5616381,151339,50.96,-3.22
5606,South West,2020-11-24,70.0,10145,1038.0,103,842.0,29.0,78560.0,2468.0,5616381,151339,50.96,-3.22
5607,South West,2020-11-25,75.0,10266,1020.0,121,874.0,29.0,79434.0,2497.0,5616381,151339,50.96,-3.22
5608,South West,2020-11-26,67.0,10367,1017.0,101,774.0,19.0,80208.0,2516.0,5616381,151339,50.96,-3.22
5609,South West,2020-11-27,66.0,10454,996.0,87,717.0,30.0,80925.0,2546.0,5616381,151339,50.96,-3.22
5610,South West,2020-11-28,62.0,10554,899.0,100,514.0,31.0,81439.0,2577.0,5616381,151339,50.96,-3.22
5611,South West,2020-11-29,64.0,10648,988.0,94,511.0,33.0,81950.0,2610.0,5616381,151339,50.96,-3.22
5612,South West,2020-11-30,61.0,10732,1016.0,84,817.0,29.0,82767.0,2639.0,5616381,151339,50.96,-3.22
5613,South West,2020-12-01,66.0,10810,971.0,78,752.0,25.0,83519.0,2664.0,5616381,151339,50.96,-3.22
5614,South West,2020-12-02,61.0,10907,926.0,97,664.0,22.0,84183.0,2686.0,5616381,151339,50.96,-3.22
5615,South West,2020-12-03,58.0,10994,906.0,87,686.0,24.0,84869.0,2710.0,5616381,151339,50.96,-3.22
5616,South West,2020-12-04,60.0,11063,905.0,69,605.0,28.0,85474.0,2738.0,5616381,151339,50.96,-3.22
5617,South West,2020-12-05,57.0,11146,877.0,83,508.0,25.0,85982.0,2763.0,5616381,151339,50.96,-3.22
5618,South West,2020-12-06,58.0,11238,887.0,92,490.0,17.0,86472.0,2780.0,5616381,151339,50.96,-3.22
5619,South West,2020-12-07,54.0,11352,912.0,114,779.0,26.0,87251.0,2806.0,5616381,151339,50.96,-3.22
5620,South West,2020-12-08,55.0,11437,907.0,85,850.0,23.0,88101.0,2829.0,5616381,151339,50.96,-3.22
5621,South West,2020-12-09,55.0,11568,913.0,131,829.0,29.0,88930.0,2858.0,5616381,151339,50.96,-3.22
5622,South West,2020-12-10,53.0,11672,901.0,104,889.0,30.0,89819.0,2888.0,5616381,151339,50.96,-3.22
5623,South West,2020-12-11,51.0,11775,913.0,103,835.0,31.0,90654.0,2919.0,5616381,151339,50.96,-3.22
5624,South West,2020-12-12,46.0,11878,843.0,103,671.0,17.0,91325.0,2936.0,5616381,151339,50.96,-3.22
5625,South West,2020-12-13,53.0,11996,946.0,118,835.0,25.0,92160.0,2961.0,5616381,151339,50.96,-3.22
5626,South West,2020-12-14,56.0,12121,1005.0,125,1278.0,30.0,93438.0,2991.0,5616381,151339,50.96,-3.22
5627,South West,2020-12-15,57.0,12233,1005.0,112,1244.0,30.0,94682.0,3021.0,5616381,151339,50.96,-3.22
5628,South West,2020-12-16,58.0,12338,1021.0,105,1361.0,21.0,96043.0,3042.0,5616381,151339,50.96,-3.22
5629,South West,2020-12-17,54.0,12471,1025.0,133,1139.0,33.0,97182.0,3075.0,5616381,151339,50.96,-3.22
5630,South West,2020-12-18,56.0,12561,1026.0,90,1273.0,17.0,98455.0,3092.0,5616381,151339,50.96,-3.22
5631,South West,2020-12-19,57.0,12652,1051.0,91,791.0,26.0,99246.0,3118.0,5616381,151339,50.96,-3.22
5632,South West,2020-12-20,60.0,12758,1076.0,106,1301.0,22.0,100547.0,3140.0,5616381,151339,50.96,-3.22
5633,South West,2020-12-21,62.0,12870,1112.0,112,2005.0,26.0,102552.0,3166.0,5616381,151339,50.96,-3.22
5634,South West,2020-12-22,56.0,13000,1102.0,130,1844.0,28.0,104396.0,3194.0,5616381,151339,50.96,-3.22
5635,South West,2020-12-23,62.0,13103,1108.0,103,1809.0,19.0,106205.0,3213.0,5616381,151339,50.96,-3.22
5636,South West,2020-12-24,62.0,13194,1106.0,91,1147.0,28.0,107352.0,3241.0,5616381,151339,50.96,-3.22
5637,South West,2020-12-25,58.0,13295,1031.0,101,577.0,30.0,107929.0,3271.0,5616381,151339,50.96,-3.22
5638,South West,2020-12-26,56.0,13409,1045.0,114,1868.0,29.0,109797.0,3300.0,5616381,151339,50.96,-3.22
5639,South West,2020-12-27,51.0,13522,1058.0,113,2276.0,30.0,112073.0,3330.0,5616381,151339,50.96,-3.22
5640,South West,2020-12-28,59.0,13685,1103.0,163,2483.0,33.0,114556.0,3363.0,5616381,151339,50.96,-3.22
5641,South West,2020-12-29,58.0,13833,1124.0,148,4218.0,32.0,118774.0,3395.0,5616381,151339,50.96,-3.22
5642,South West,2020-12-30,67.0,14053,1166.0,220,3253.0,25.0,122027.0,3420.0,5616381,151339,50.96,-3.22
5643,South West,2020-12-31,75.0,14193,1177.0,140,2655.0,31.0,124682.0,3451.0,5616381,151339,50.96,-3.22
5644,South West,2021-01-01,74.0,14366,1199.0,173,1877.0,33.0,126559.0,3484.0,5616381,151339,50.96,-3.22
5645,South West,2021-01-02,79.0,14534,1236.0,168,3106.0,38.0,129665.0,3522.0,5616381,151339,50.96,-3.22
5646,South West,2021-01-03,83.0,14724,1323.0,190,2870.0,35.0,132535.0,3557.0,5616381,151339,50.96,-3.22
5647,South West,2021-01-04,97.0,14996,1401.0,272,4283.0,45.0,136818.0,3602.0,5616381,151339,50.96,-3.22
5648,South West,2021-01-05,98.0,15196,1414.0,200,3987.0,41.0,140805.0,3643.0,5616381,151339,50.96,-3.22
5649,South West,2021-01-06,100.0,15447,1499.0,251,3246.0,41.0,144051.0,3684.0,5616381,151339,50.96,-3.22
5650,South West,2021-01-07,112.0,15690,1557.0,243,2928.0,48.0,146979.0,3732.0,5616381,151339,50.96,-3.22
5651,South West,2021-01-08,124.0,15939,1593.0,249,2759.0,47.0,149738.0,3779.0,5616381,151339,50.96,-3.22
5652,South West,2021-01-09,129.0,16216,1680.0,277,2550.0,44.0,152288.0,3823.0,5616381,151339,50.96,-3.22
5653,South West,2021-01-10,144.0,16495,1792.0,279,2205.0,60.0,154493.0,3883.0,5616381,151339,50.96,-3.22
5654,South West,2021-01-11,158.0,16783,1936.0,288,3782.0,59.0,158275.0,3942.0,5616381,151339,50.96,-3.22
5655,South West,2021-01-12,165.0,17102,1946.0,319,3153.0,71.0,161428.0,4013.0,5616381,151339,50.96,-3.22
5656,South West,2021-01-13,183.0,17449,2054.0,347,2924.0,66.0,164352.0,4079.0,5616381,151339,50.96,-3.22
5657,South West,2021-01-14,173.0,17775,2129.0,326,2839.0,83.0,167191.0,4162.0,5616381,151339,50.96,-3.22
5658,South West,2021-01-15,185.0,18047,2244.0,272,2495.0,71.0,169686.0,4233.0,5616381,151339,50.96,-3.22
5659,South West,2021-01-16,193.0,18294,2269.0,247,1788.0,85.0,171474.0,4318.0,5616381,151339,50.96,-3.22
5660,South West,2021-01-17,193.0,18575,2249.0,281,1647.0,81.0,173121.0,4399.0,5616381,151339,50.96,-3.22
5661,South West,2021-01-18,199.0,18871,2366.0,296,2939.0,74.0,176060.0,4473.0,5616381,151339,50.96,-3.22
5662,South West,2021-01-19,211.0,19156,2337.0,285,2538.0,90.0,178598.0,4563.0,5616381,151339,50.96,-3.22
5663,South West,2021-01-20,212.0,19437,2347.0,281,2135.0,109.0,180733.0,4672.0,5616381,151339,50.96,-3.22
5664,South West,2021-01-21,207.0,19676,2311.0,239,2074.0,86.0,182807.0,4758.0,5616381,151339,50.96,-3.22
5665,South West,2021-01-22,216.0,19947,2273.0,271,1759.0,101.0,184566.0,4859.0,5616381,151339,50.96,-3.22
5666,South West,2021-01-23,210.0,20140,2218.0,193,1236.0,88.0,185802.0,4947.0,5616381,151339,50.96,-3.22
5667,South West,2021-01-24,219.0,20352,2253.0,212,1013.0,100.0,186815.0,5047.0,5616381,151339,50.96,-3.22
5668,South West,2021-01-25,215.0,20560,2300.0,208,2101.0,109.0,188916.0,5156.0,5616381,151339,50.96,-3.22
5669,South West,2021-01-26,213.0,20767,2236.0,207,1614.0,87.0,190530.0,5243.0,5616381,151339,50.96,-3.22
5670,South West,2021-01-27,201.0,20978,2094.0,211,1667.0,92.0,192197.0,5335.0,5616381,151339,50.96,-3.22
5671,South West,2021-01-28,196.0,21201,2031.0,223,1453.0,98.0,193650.0,5433.0,5616381,151339,50.96,-3.22
5672,South West,2021-01-29,199.0,21407,1989.0,206,1464.0,77.0,195114.0,5510.0,5616381,151339,50.96,-3.22
5673,South West,2021-01-30,196.0,21557,1941.0,150,974.0,75.0,196088.0,5585.0,5616381,151339,50.96,-3.22
5674,South West,2021-01-31,194.0,21705,1926.0,148,861.0,69.0,196949.0,5654.0,5616381,151339,50.96,-3.22
5675,South West,2021-02-01,191.0,21878,1913.0,173,1322.0,58.0,198271.0,5712.0,5616381,151339,50.96,-3.22
5676,South West,2021-02-02,194.0,22062,1832.0,184,1222.0,76.0,199493.0,5788.0,5616381,151339,50.96,-3.22
5677,South West,2021-02-03,201.0,22219,1752.0,157,1161.0,58.0,200654.0,5846.0,5616381,151339,50.96,-3.22
5678,South West,2021-02-04,195.0,22329,1640.0,110,1056.0,56.0,201710.0,5902.0,5616381,151339,50.96,-3.22
5679,South West,2021-02-05,196.0,22478,1560.0,149,970.0,56.0,202680.0,5958.0,5616381,151339,50.96,-3.22
5680,South West,2021-02-06,188.0,22602,1487.0,124,649.0,58.0,203329.0,6016.0,5616381,151339,50.96,-3.22
5681,South West,2021-02-07,178.0,22722,1478.0,120,729.0,60.0,204058.0,6076.0,5616381,151339,50.96,-3.22
5682,South West,2021-02-08,170.0,22850,1452.0,128,1031.0,47.0,205089.0,6123.0,5616381,151339,50.96,-3.22
5683,South West,2021-02-09,160.0,22947,1368.0,97,777.0,46.0,205866.0,6169.0,5616381,151339,50.96,-3.22
5684,South West,2021-02-10,157.0,23057,1274.0,110,870.0,44.0,206736.0,6213.0,5616381,151339,50.96,-3.22
5685,South West,2021-02-11,153.0,23167,1178.0,110,766.0,33.0,207502.0,6246.0,5616381,151339,50.96,-3.22
5686,South West,2021-02-12,140.0,23263,1109.0,96,748.0,38.0,208250.0,6284.0,5616381,151339,50.96,-3.22
5687,South West,2021-02-13,131.0,23334,1029.0,71,494.0,40.0,208744.0,6324.0,5616381,151339,50.96,-3.22
5688,South West,2021-02-14,133.0,23423,1010.0,89,457.0,32.0,209201.0,6356.0,5616381,151339,50.96,-3.22
5689,South West,2021-02-15,129.0,23502,1026.0,79,735.0,32.0,209936.0,6388.0,5616381,151339,50.96,-3.22
5690,South West,2021-02-16,125.0,23590,966.0,88,611.0,17.0,210547.0,6405.0,5616381,151339,50.96,-3.22
5691,South West,2021-02-17,117.0,23686,930.0,96,631.0,32.0,211178.0,6437.0,5616381,151339,50.96,-3.22
5692,South West,2021-02-18,115.0,23764,872.0,78,667.0,32.0,211845.0,6469.0,5616381,151339,50.96,-3.22
5693,South West,2021-02-19,107.0,23830,824.0,66,577.0,24.0,212422.0,6493.0,5616381,151339,50.96,-3.22
5694,South West,2021-02-20,96.0,23868,775.0,38,413.0,18.0,212835.0,6511.0,5616381,151339,50.96,-3.22
5695,South West,2021-02-21,98.0,23935,758.0,67,337.0,19.0,213172.0,6530.0,5616381,151339,50.96,-3.22
5696,South West,2021-02-22,96.0,23987,743.0,52,573.0,19.0,213745.0,6549.0,5616381,151339,50.96,-3.22
5697,South West,2021-02-23,93.0,24048,684.0,61,436.0,17.0,214181.0,6566.0,5616381,151339,50.96,-3.22
5698,South West,2021-02-24,86.0,24104,640.0,56,400.0,13.0,214581.0,6579.0,5616381,151339,50.96,-3.22
5699,South West,2021-02-25,72.0,24146,610.0,42,358.0,21.0,214939.0,6600.0,5616381,151339,50.96,-3.22
5700,South West,2021-02-26,66.0,24183,569.0,37,325.0,12.0,215264.0,6612.0,5616381,151339,50.96,-3.22
5701,South West,2021-02-27,60.0,24215,492.0,32,210.0,12.0,215474.0,6624.0,5616381,151339,50.96,-3.22
5702,South West,2021-02-28,64.0,24251,477.0,36,219.0,14.0,215693.0,6638.0,5616381,151339,50.96,-3.22
5703,South West,2021-03-01,58.0,24287,471.0,36,370.0,14.0,216063.0,6652.0,5616381,151339,50.96,-3.22
5704,South West,2021-03-02,53.0,24318,436.0,31,293.0,12.0,216356.0,6664.0,5616381,151339,50.96,-3.22
5705,South West,2021-03-03,55.0,24348,405.0,30,280.0,6.0,216636.0,6670.0,5616381,151339,50.96,-3.22
5706,South West,2021-03-04,53.0,24392,378.0,44,285.0,6.0,216921.0,6676.0,5616381,151339,50.96,-3.22
5707,South West,2021-03-05,45.0,24425,325.0,33,247.0,5.0,217168.0,6681.0,5616381,151339,50.96,-3.22
